type	wavelength of EL (angstroms)	EL flux (erg/cm^2/s)	continuum flux density	EW observed
LAE	3.9830e+03	1.8826e-16	4.7299e+00	2.1062e+01
LAE	4.1482e+03	7.0034e-17	1.6806e+00	2.3920e+01
LAE	4.1943e+03	4.6276e-17	1.1360e-01	2.3905e+02
LAE	3.8370e+03	7.2626e-17	4.0280e-01	8.8544e+01
OII	4.0886e+03	6.4820e-17	4.0560e+00	8.9114e+00
LAE	3.8078e+03	1.0111e-16	9.3688e+00	5.2195e+00
LAE	3.8490e+03	1.6583e-16	5.8565e+00	1.3993e+01
LAE	4.0769e+03	6.3888e-17	1.0233e+00	3.4615e+01
LAE	4.0993e+03	1.4454e-16	8.4370e-01	9.6027e+01
LAE	3.9913e+03	8.2975e-17	1.0361e+00	4.2556e+01
LAE	4.1039e+03	4.4977e-17	1.6360e-01	1.5445e+02
LAE	3.8032e+03	7.9491e-17	1.6879e+00	2.2722e+01
OII	4.1505e+03	4.7447e-17	5.6000e+01	4.8690e-01
OII	4.0174e+03	9.1129e-17	4.1934e+00	1.1699e+01
LAE	3.9477e+03	6.2652e-17	1.2550e-01	2.5951e+02
OII	4.0881e+03	1.1982e-16	1.4824e+02	4.5060e-01
LAE	4.0529e+03	6.4062e-17	3.2500e-02	1.0800e+03
LAE	3.9238e+03	1.9424e-16	1.0145e+00	9.8328e+01
LAE	4.1375e+03	4.5777e-17	7.1700e-02	3.6458e+02
LAE	4.1074e+03	7.4118e-17	4.7850e-01	8.7167e+01
LAE	3.9273e+03	6.4686e-17	7.0850e-01	4.6973e+01
LAE	4.0676e+03	7.2680e-17	2.8560e-01	1.4045e+02
LAE	4.0151e+03	5.5977e-17	1.5791e+00	1.9062e+01
LAE	4.0631e+03	8.0354e-17	1.6837e+00	2.6281e+01
LAE	4.1980e+03	1.1344e-16	5.4910e-01	1.2144e+02
OII	3.8609e+03	9.9930e-17	5.3545e+00	9.2799e+00
OII	4.1847e+03	2.3823e-16	2.7682e+00	5.0270e+01
LAE	4.0888e+03	5.4590e-17	1.3810e-01	2.2044e+02
OII	4.0996e+03	7.5275e-17	8.6461e+00	4.8809e+00
LAE	3.9985e+03	7.1057e-17	-8.5000e-03	1.0000e+04
LAE	4.1907e+03	4.6682e-17	9.9050e-01	2.7608e+01
LAE	4.1653e+03	7.9027e-17	6.5550e-01	6.9772e+01
LAE	3.9852e+03	1.0885e-16	6.5150e-01	8.8510e+01
LAE	4.1412e+03	5.1941e-17	2.8800e-01	1.0317e+02
LAE	3.9335e+03	4.6710e-17	-6.5000e-03	1.0000e+04
LAE	3.9162e+03	7.0828e-17	3.1930e-01	1.1348e+02
LAE	4.1896e+03	4.7280e-17	8.8210e-01	3.1383e+01
LAE	4.1692e+03	1.6273e-16	1.4767e+00	6.3894e+01
OII	4.1156e+03	1.0654e-16	8.7556e+01	6.8750e-01
OII	3.9705e+03	9.4486e-17	2.6764e+01	1.8565e+00
LAE	4.0909e+03	7.6255e-17	1.3751e+00	3.0956e+01
LAE	3.8756e+03	9.5393e-17	1.7611e+00	2.7139e+01
OII	4.1882e+03	4.6558e-17	7.0570e-01	3.8602e+01
LAE	4.1572e+03	8.9795e-17	4.6130e-01	1.1222e+02
LAE	4.0849e+03	8.4393e-17	6.8150e-01	6.8926e+01
LAE	3.8012e+03	5.9691e-17	5.3210e-01	5.4069e+01
LAE	4.1028e+03	5.4467e-17	3.5440e-01	8.6293e+01
LAE	4.0894e+03	8.3245e-17	3.4988e+01	1.3272e+00
OII	4.1162e+03	4.1877e-16	3.3938e+01	6.9737e+00
LAE	3.9245e+03	6.1328e-17	2.2130e-01	1.4237e+02
LAE	4.1387e+03	1.3432e-16	2.6520e-01	2.8938e+02
LAE	3.8480e+03	6.3199e-17	1.0100e-01	3.0906e+02
OII	4.1688e+03	5.1504e-17	4.9553e+00	6.0253e+00
LAE	3.8824e+03	5.9000e-17	7.5250e-01	3.9420e+01
LAE	4.0535e+03	1.5062e-16	4.5380e-01	1.8191e+02
LAE	3.8725e+03	1.5573e-16	1.0704e+00	7.2775e+01
LAE	4.1156e+03	7.7923e-17	7.4390e-01	5.9183e+01
LAE	4.0382e+03	6.9985e-17	2.1795e+01	1.7467e+00
LAE	3.9173e+03	1.8103e-16	8.3330e-01	1.1120e+02
LAE	4.0791e+03	5.8701e-17	-7.6300e-02	1.0000e+04
OII	4.0072e+03	7.7389e-17	7.9564e+01	5.2100e-01
LAE	4.0682e+03	1.0215e-16	1.4776e+00	3.8165e+01
LAE	4.0942e+03	6.9129e-17	4.3877e+00	8.8093e+00
LAE	3.8276e+03	7.2633e-17	8.2930e-01	4.2801e+01
LAE	4.0267e+03	1.0077e-16	3.1987e+00	1.7038e+01
LAE	3.8279e+03	7.0916e-17	1.4160e-01	2.4479e+02
LAE	4.1894e+03	5.5896e-17	3.8700e-01	8.4559e+01
LAE	3.9349e+03	7.1947e-17	3.7480e-01	9.9141e+01
LAE	3.8696e+03	7.3020e-17	1.1358e+00	3.2110e+01
OII	4.1049e+03	1.4227e-16	9.7225e+01	8.2250e-01
LAE	4.0031e+03	6.9011e-17	5.5770e-01	6.6145e+01
LAE	3.9039e+03	1.8026e-16	1.6598e+01	5.5209e+00
OII	4.1764e+03	5.8582e-16	7.7140e+01	4.4185e+00
LAE	3.9419e+03	6.3937e-17	1.7930e-01	1.8482e+02
LAE	4.0401e+03	6.2391e-17	3.8250e-01	8.8810e+01
OII	3.8766e+03	4.9203e-15	2.1960e+03	1.1232e+00
OII	4.0226e+03	2.4931e-16	1.4001e+01	9.6113e+00
LAE	4.1424e+03	8.0516e-17	3.6060e-01	1.2780e+02
LAE	4.0117e+03	6.4164e-17	1.7638e+00	1.9529e+01
OII	4.1977e+03	7.4545e-16	1.7395e+02	2.5187e+00
LAE	4.1230e+03	4.8224e-17	2.2250e-01	1.2290e+02
LAE	3.9302e+03	7.3740e-17	4.1900e-01	9.0676e+01
LAE	3.9213e+03	1.0279e-16	2.4986e+00	2.1100e+01
OII	4.1426e+03	1.3832e-15	2.8992e+02	2.7311e+00
LAE	3.9633e+03	1.3619e-16	4.3540e-01	1.6389e+02
LAE	4.0001e+03	1.3569e-16	1.1674e+00	6.2037e+01
LAE	3.8195e+03	1.6037e-16	1.0624e+00	7.3456e+01
LAE	3.8005e+03	8.0728e-17	7.7460e-01	5.0212e+01
OII	4.1222e+03	3.4333e-16	6.1387e+01	3.1701e+00
LAE	3.8765e+03	1.5970e-16	3.5891e+00	2.2304e+01
LAE	4.0689e+03	6.0803e-17	6.1140e-01	5.4919e+01
LAE	4.1334e+03	4.8783e-17	1.1874e+00	2.3414e+01
LAE	4.1004e+03	8.8218e-17	8.4830e-01	5.8322e+01
LAE	3.8249e+03	7.0434e-17	7.7480e-01	4.4363e+01
OII	4.1440e+03	6.7364e-16	1.0306e+03	3.7440e-01
LAE	4.1368e+03	5.3391e-17	1.8490e-01	1.6483e+02
LAE	4.0910e+03	5.4050e-17	1.8620e-01	1.6205e+02
LAE	3.9081e+03	5.8230e-17	2.5610e-01	1.1584e+02
LAE	4.1311e+03	6.6515e-17	5.5420e-01	6.8323e+01
LAE	4.0135e+03	8.3831e-17	2.1070e-01	2.1378e+02
LAE	4.1039e+03	1.3547e-16	6.4440e-01	1.1810e+02
LAE	4.0982e+03	9.3107e-17	1.2390e-01	4.2099e+02
LAE	4.0835e+03	4.8931e-17	2.7500e-02	9.8970e+02
OII	4.0835e+03	2.4807e-16	2.0333e+01	6.7862e+00
LAE	4.0597e+03	5.3296e-17	8.6100e-02	3.4030e+02
LAE	4.1596e+03	9.4855e-17	5.3300e-02	1.0271e+03
LAE	4.0256e+03	6.0695e-17	5.6770e-01	5.7793e+01
LAE	3.8039e+03	6.4661e-17	1.4850e-01	2.1016e+02
LAE	3.9614e+03	1.4456e-16	4.8790e-01	1.5509e+02
LAE	4.1132e+03	1.5515e-16	3.6078e+00	2.4269e+01
LAE	3.9096e+03	1.1620e-16	6.7450e-01	8.7835e+01
LAE	3.9158e+03	6.0254e-17	1.2550e-01	2.4556e+02
LAE	4.1350e+03	6.8332e-17	3.5240e-01	1.1059e+02
LAE	3.8935e+03	5.2905e-17	4.5630e-01	5.8627e+01
LAE	4.0204e+03	1.2421e-16	3.0100e-01	2.2249e+02
LAE	4.1900e+03	1.1875e-16	3.3580e-01	2.0709e+02
LAE	3.9727e+03	6.4137e-17	3.2280e-01	1.0460e+02
LAE	3.9347e+03	7.2081e-17	8.2777e+01	4.4970e-01
LAE	3.8270e+03	6.6152e-17	3.1530e-01	1.0250e+02
LAE	3.8869e+03	7.7461e-17	2.3250e-01	1.6789e+02
LAE	3.8970e+03	5.4439e-17	2.3410e-01	1.1780e+02
LAE	3.8873e+03	9.1047e-17	4.4080e-01	1.0411e+02
LAE	4.0347e+03	8.3060e-17	6.1443e+00	7.3404e+00
LAE	4.0976e+03	6.0763e-17	3.1680e-01	1.0742e+02
LAE	4.0911e+03	1.1064e-16	1.0925e+00	5.6540e+01
LAE	4.1959e+03	4.6636e-17	2.6730e-01	1.0246e+02
OII	4.0971e+03	1.2970e-16	1.0892e+02	6.6670e-01
LAE	4.0490e+03	6.9805e-17	3.3900e-01	1.1261e+02
LAE	3.8671e+03	5.9579e-17	-1.2500e-02	1.0000e+04
OII	4.0833e+03	7.7580e-17	4.8477e+03	8.9000e-03
LAE	3.8699e+03	5.4884e-17	2.0021e+00	1.3694e+01
LAE	4.1170e+03	6.6340e-17	7.3410e-01	5.1094e+01
LAE	4.0221e+03	6.3840e-17	7.4400e-01	4.6304e+01
LAE	3.8444e+03	1.0428e-16	5.0470e-01	1.0186e+02
LAE	3.8361e+03	8.3071e-17	1.8810e-01	2.1678e+02
LAE	3.8590e+03	5.9117e-17	4.1964e+00	6.9979e+00
LAE	4.0131e+03	7.3440e-17	1.5190e-01	2.5973e+02
OII	4.0863e+03	8.1258e-17	1.9212e+01	2.3557e+00
LAE	3.9506e+03	1.1898e-16	1.8630e-01	3.3247e+02
OII	4.1285e+03	1.0399e-16	3.0747e+00	1.9229e+01
LAE	4.1317e+03	7.0685e-17	3.4440e-01	1.1687e+02
LAE	3.8995e+03	6.7326e-17	1.9870e-01	1.7187e+02
LAE	4.0336e+03	6.4467e-17	-1.1180e-01	1.0000e+04
LAE	3.9603e+03	1.2307e-16	7.6698e+01	8.3950e-01
LAE	4.1870e+03	5.2271e-17	4.9330e-01	6.1965e+01
OII	4.1906e+03	1.3141e-16	5.4129e+00	1.4221e+01
LAE	3.8696e+03	5.9570e-17	4.9000e-03	6.0723e+03
OII	4.1890e+03	1.6447e-16	1.1944e+01	8.0599e+00
OII	4.1189e+03	2.4435e-16	8.6971e+01	1.5899e+00
LAE	3.9700e+03	6.2514e-17	1.8010e-01	1.8249e+02
LAE	3.8889e+03	5.6665e-17	9.3880e-01	3.0450e+01
LAE	4.1549e+03	6.0544e-17	2.6914e+00	1.2954e+01
LAE	3.9015e+03	5.7697e-17	1.1297e+00	2.5932e+01
LAE	4.1389e+03	6.5739e-17	-7.1800e-02	1.0000e+04
OII	3.9422e+03	5.2015e-15	3.3296e+02	8.0983e+00
LAE	3.8266e+03	6.2745e-17	1.8879e+00	1.6233e+01
LAE	4.0553e+03	6.7491e-17	4.6040e-01	8.0414e+01
LAE	3.8161e+03	7.0048e-17	1.2250e-01	2.7777e+02
LAE	4.0955e+03	5.0295e-17	3.0096e+00	9.3501e+00
LAE	4.1006e+03	1.4231e-16	1.3730e+00	5.8135e+01
LAE	3.9553e+03	6.3389e-17	2.3680e-01	1.3969e+02
LAE	4.1885e+03	5.5762e-17	1.7459e+00	1.8690e+01
LAE	4.1653e+03	4.9710e-17	1.6320e-01	1.7628e+02
LAE	4.1353e+03	1.0950e-16	2.4460e-01	2.5536e+02
LAE	4.1569e+03	1.5174e-16	2.9270e-01	2.9881e+02
OII	4.1592e+03	3.0260e-15	1.5319e+02	1.1398e+01
LAE	4.1869e+03	6.3303e-17	1.2190e-01	3.0367e+02
OII	4.0089e+03	5.9413e-17	3.2722e+00	9.7336e+00
LAE	3.9866e+03	5.8253e-17	7.2100e-02	4.2831e+02
OII	3.9592e+03	8.9341e-17	9.9623e+01	4.6890e-01
LAE	3.9062e+03	7.7674e-17	1.2059e+00	3.2783e+01
LAE	4.1096e+03	9.5910e-17	1.8957e+00	2.8502e+01
OII	4.1533e+03	1.2515e-16	1.4210e+01	5.0678e+00
LAE	4.0482e+03	5.3966e-17	4.4720e-01	6.5967e+01
LAE	4.0210e+03	9.8620e-17	1.3210e-01	4.0263e+02
LAE	3.9618e+03	4.7952e-17	2.9900e-02	8.3966e+02
LAE	3.9359e+03	5.6955e-17	1.3720e-01	2.1451e+02
LAE	3.8911e+03	6.0657e-17	1.3930e-01	2.1992e+02
LAE	4.1253e+03	5.2887e-17	1.6200e-01	1.8532e+02
LAE	3.8677e+03	5.5130e-17	9.6070e-01	2.8634e+01
LAE	4.1304e+03	4.9620e-17	1.8200e-01	1.5515e+02
LAE	3.9447e+03	5.0904e-17	1.4330e-01	1.8438e+02
LAE	3.8432e+03	7.9365e-17	3.0800e-02	1.2696e+03
LAE	4.2000e+03	1.0828e-16	3.0460e-01	2.0916e+02
LAE	4.0386e+03	6.5673e-17	1.9690e-01	1.8146e+02
LAE	4.0519e+03	6.2965e-17	3.4460e-01	1.0007e+02
LAE	4.1999e+03	7.9170e-17	2.3103e+00	2.0163e+01
LAE	4.0959e+03	1.0795e-16	8.1300e-02	7.4302e+02
LAE	3.8087e+03	6.9002e-17	5.3440e-01	6.2480e+01
LAE	4.1309e+03	1.1056e-16	2.5150e-01	2.5023e+02
OII	4.1425e+03	1.6757e-16	6.7458e+00	1.4219e+01
LAE	3.8687e+03	1.1746e-16	3.9770e-01	1.4745e+02
LAE	3.9714e+03	6.9226e-17	2.1510e-01	1.6932e+02
LAE	3.8672e+03	5.6712e-17	9.9100e-02	2.8548e+02
LAE	4.0986e+03	8.4631e-17	1.0218e+00	4.6411e+01
LAE	4.1207e+03	1.0896e-16	2.0970e-01	2.9430e+02
OII	3.9982e+03	6.2935e-17	1.0191e+01	3.2931e+00
LAE	4.0338e+03	7.1464e-17	5.6540e-01	6.8603e+01
OII	3.9911e+03	2.0042e-16	2.0468e+01	5.2026e+00
LAE	3.8262e+03	7.9258e-17	4.9850e-01	7.7643e+01
LAE	4.0099e+03	8.8040e-17	3.9740e-01	1.1882e+02
LAE	3.8059e+03	6.2953e-17	3.7260e-01	8.1634e+01
LAE	4.1459e+03	4.7483e-17	2.0852e+00	1.3056e+01
LAE	4.1235e+03	4.8106e-17	1.0990e-01	2.4826e+02
LAE	4.0849e+03	8.4309e-17	2.5970e-01	1.8069e+02
LAE	3.9975e+03	5.0112e-17	8.1700e-01	3.2695e+01
LAE	4.0002e+03	9.1047e-17	5.0590e-01	9.6061e+01
LAE	3.9224e+03	1.2069e-16	6.9280e-01	8.9402e+01
OII	4.1527e+03	2.3753e-15	3.5207e+02	3.8810e+00
LAE	4.0017e+03	7.6023e-17	1.4830e-01	2.7382e+02
LAE	3.8868e+03	5.6576e-17	9.2400e-02	3.0855e+02
LAE	3.8122e+03	6.7710e-17	6.9400e-02	4.7295e+02
LAE	4.0095e+03	5.5882e-17	2.5650e-01	1.1683e+02
LAE	4.0602e+03	5.6931e-17	1.6993e+00	1.8423e+01
LAE	3.8716e+03	1.0626e-16	1.1925e+00	4.4552e+01
LAE	3.9000e+03	7.9948e-17	3.7518e+00	1.0811e+01
LAE	3.9639e+03	5.2963e-17	3.4384e+00	8.0731e+00
LAE	4.0752e+03	8.4233e-17	6.0430e-01	7.7217e+01
LAE	4.0736e+03	6.4324e-17	1.8530e-01	1.9215e+02
LAE	4.0806e+03	5.1003e-17	1.9380e-01	1.4618e+02
LAE	4.0473e+03	8.4139e-17	3.1980e-01	1.4375e+02
LAE	4.1671e+03	4.9842e-17	2.0130e-01	1.4342e+02
OII	4.1204e+03	3.1033e-15	2.7339e+02	6.4283e+00
LAE	3.8666e+03	1.7312e-16	1.0677e+00	8.0861e+01
LAE	3.9768e+03	4.7834e-17	4.9200e-01	5.1288e+01
OII	3.9743e+03	4.8575e-16	5.5232e+00	4.6336e+01
LAE	4.0956e+03	4.5883e-17	1.5090e-01	1.7013e+02
OII	4.0560e+03	1.0423e-15	5.1761e+01	1.1050e+01
LAE	3.8342e+03	9.9043e-17	1.3916e+01	3.4900e+00
LAE	3.8183e+03	6.0669e-17	-4.0000e-03	1.0000e+04
LAE	4.1433e+03	4.7533e-17	1.4949e+00	1.8207e+01
LAE	3.8810e+03	5.8322e-17	4.4990e-01	6.5130e+01
LAE	4.1002e+03	5.3023e-17	1.6420e-01	1.8109e+02
LAE	3.8897e+03	1.1018e-16	9.7020e-01	5.7313e+01
OII	4.1540e+03	1.1875e-16	4.4092e+01	1.5502e+00
OII	4.1934e+03	2.1366e-15	3.7327e+02	3.3576e+00
OII	4.0202e+03	9.6898e-17	4.8697e+00	1.0727e+01
LAE	3.8314e+03	8.3050e-17	7.0260e-01	5.7880e+01
LAE	4.0625e+03	8.2710e-17	5.1110e-01	8.9086e+01
OII	3.9860e+03	8.2820e-16	1.2896e+02	3.4036e+00
LAE	4.1689e+03	7.6512e-17	1.8764e+00	2.3639e+01
LAE	3.9604e+03	9.4179e-17	8.3430e-01	5.9058e+01
LAE	4.1459e+03	6.8827e-17	1.7280e-01	2.2837e+02
LAE	3.9017e+03	5.3412e-17	3.0110e-01	9.0078e+01
LAE	4.0506e+03	1.6977e-16	3.7920e-01	2.4503e+02
LAE	3.9172e+03	1.3216e-16	3.2333e+00	2.0921e+01
LAE	3.9751e+03	6.7189e-17	1.5840e-01	2.2358e+02
LAE	3.8638e+03	5.5861e-17	1.8080e-01	1.5386e+02
LAE	4.1522e+03	6.2860e-17	1.7860e-01	2.0241e+02
OII	3.9921e+03	2.6524e-16	3.3756e+01	4.1770e+00
LAE	4.0958e+03	8.7705e-17	2.7450e-01	1.7879e+02
LAE	3.8433e+03	8.3784e-17	3.7970e-01	1.0872e+02
OII	4.0081e+03	5.1707e-16	3.0002e+02	9.2350e-01
LAE	3.9772e+03	6.6054e-17	1.6220e-01	2.1487e+02
LAE	3.8402e+03	1.2303e-16	1.2540e-01	4.8261e+02
LAE	4.1087e+03	5.4107e-17	2.7300e-02	1.1160e+03
OII	4.1641e+03	4.8132e-16	2.4175e+01	1.1516e+01
LAE	4.0835e+03	1.2759e-16	1.7143e+00	4.1397e+01
LAE	4.1178e+03	8.5981e-17	1.8840e-01	2.5812e+02
LAE	4.1247e+03	2.1561e-16	8.2752e+01	1.4786e+00
LAE	4.1455e+03	4.6268e-17	2.3440e-01	1.1315e+02
LAE	3.8496e+03	7.7064e-17	9.2310e-01	4.1267e+01
OII	4.0587e+03	4.3527e-15	1.7434e+02	1.3719e+01
LAE	4.1427e+03	4.5804e-17	1.3390e-01	1.9583e+02
LAE	3.9143e+03	1.4954e-16	5.9000e+00	1.2954e+01
LAE	4.0172e+03	7.5195e-17	7.9740e-01	5.0762e+01
LAE	4.0245e+03	9.0015e-17	4.8620e-01	1.0002e+02
LAE	3.9696e+03	6.0712e-17	9.5047e+00	3.3575e+00
LAE	3.8470e+03	6.8070e-17	-4.0100e-02	1.0000e+04
LAE	3.9900e+03	7.7235e-17	5.6065e+00	7.3155e+00
LAE	3.8591e+03	7.4265e-17	3.3860e-01	1.0895e+02
LAE	4.0347e+03	5.4492e-17	1.9360e-01	1.5283e+02
LAE	3.8833e+03	5.5093e-17	4.5350e-01	6.1110e+01
LAE	3.8849e+03	5.5665e-17	7.5140e-01	3.7296e+01
LAE	4.0417e+03	6.9344e-17	1.4480e-01	2.6095e+02
LAE	3.9210e+03	6.8041e-17	2.8380e-01	1.2295e+02
LAE	3.9918e+03	8.4401e-17	7.6380e-01	5.8733e+01
LAE	3.9896e+03	8.0651e-17	2.3840e-01	1.7962e+02
OII	3.9558e+03	8.4630e-16	1.6246e+02	2.7191e+00
LAE	4.0334e+03	5.6929e-17	3.2270e-01	9.5732e+01
LAE	3.8124e+03	1.3539e-16	6.7160e-01	9.7734e+01
LAE	4.0940e+03	5.7565e-17	2.1250e-01	1.5145e+02
LAE	3.8931e+03	7.0656e-17	6.3010e-01	5.6691e+01
LAE	4.1544e+03	7.8148e-17	5.3010e-01	8.4871e+01
LAE	3.9917e+03	9.3074e-17	2.4240e-01	2.0408e+02
LAE	3.9842e+03	5.1435e-17	8.6400e-02	3.1522e+02
LAE	3.8897e+03	5.4353e-17	1.1180e-01	2.4535e+02
OII	4.0784e+03	2.8303e-16	9.8192e+02	1.5990e-01
LAE	3.8354e+03	8.2878e-17	2.6230e-01	1.5504e+02
LAE	3.9956e+03	6.2677e-17	-5.8200e-02	1.0000e+04
OII	4.0827e+03	6.7655e-17	3.3744e+00	1.1148e+01
LAE	3.9050e+03	1.3789e-16	1.7869e+00	3.9252e+01
LAE	3.9260e+03	9.8729e-17	-2.6800e-02	1.0000e+04
LAE	3.8794e+03	1.9515e-16	1.3460e-01	7.2784e+02
OII	4.0388e+03	3.5628e-16	1.2659e+02	1.5314e+00
LAE	4.0527e+03	6.0512e-17	1.0880e-01	3.0471e+02
LAE	4.1086e+03	8.1146e-17	8.2290e-01	5.5526e+01
LAE	4.0825e+03	6.5223e-17	2.9350e-01	1.2355e+02
LAE	3.9720e+03	4.7406e-17	1.2690e-01	1.9659e+02
LAE	4.0868e+03	5.3234e-17	9.2570e-01	3.2038e+01
OII	4.1897e+03	4.7417e-17	5.7804e+00	4.8032e+00
LAE	3.8440e+03	1.3479e-16	1.2000e+00	5.5363e+01
LAE	3.9369e+03	5.8621e-17	2.6520e-01	1.1428e+02
LAE	3.9365e+03	4.8316e-17	3.7500e-01	6.6598e+01
OII	3.8262e+03	5.0749e-16	3.2127e+02	7.7140e-01
LAE	4.0357e+03	4.9431e-17	4.6060e-01	5.8304e+01
OII	4.1623e+03	9.9358e-16	7.5301e+01	7.6252e+00
LAE	3.9699e+03	5.1031e-17	6.2470e-01	4.2944e+01
LAE	3.8196e+03	8.2302e-17	8.9810e-01	4.4596e+01
OII	4.1150e+03	6.3324e-17	3.2425e+02	1.1030e-01
LAE	4.1535e+03	4.9129e-17	7.4680e-01	3.7856e+01
OII	4.1497e+03	9.2053e-17	2.6079e+01	2.0275e+00
LAE	4.1776e+03	5.7244e-17	5.2680e-01	6.3260e+01
LAE	4.0052e+03	4.8333e-17	1.4970e-01	1.7277e+02
LAE	4.0807e+03	8.4813e-17	2.3040e-01	2.0447e+02
LAE	3.8150e+03	1.7946e-16	5.6800e-02	1.5339e+03
LAE	3.8115e+03	5.9972e-17	4.3770e-01	6.6397e+01
LAE	4.0245e+03	6.9538e-17	1.0140e-01	3.7049e+02
LAE	4.0461e+03	5.2517e-17	1.2563e+00	2.2827e+01
LAE	3.8524e+03	7.3188e-17	2.5440e-01	1.4242e+02
LAE	4.0070e+03	9.7212e-17	1.3320e-01	3.9087e+02
LAE	3.9679e+03	4.7069e-17	8.2100e-02	3.0109e+02
LAE	4.0126e+03	1.5242e-16	8.0810e-01	1.0130e+02
OII	3.9439e+03	1.6259e-15	6.4767e+01	1.3024e+01
LAE	4.1098e+03	7.0202e-17	3.4420e-01	1.1491e+02
LAE	3.9646e+03	4.4555e-17	2.8190e-01	8.2869e+01
LAE	3.9529e+03	6.3354e-17	1.4940e-01	2.2102e+02
LAE	3.9599e+03	2.5495e-16	8.5120e-01	1.5667e+02
LAE	3.9812e+03	6.1874e-17	2.3123e+00	1.4148e+01
LAE	4.1364e+03	6.0264e-17	5.1430e-01	6.6876e+01
LAE	4.0919e+03	4.6691e-17	1.6180e-01	1.6117e+02
LAE	3.8307e+03	7.1044e-17	1.1810e-01	2.9444e+02
LAE	4.1541e+03	7.3043e-17	4.7330e-01	8.8835e+01
LAE	3.9486e+03	5.3508e-17	1.5460e-01	1.8000e+02
LAE	4.1922e+03	4.8930e-17	-2.1400e-02	1.0000e+04
LAE	3.8213e+03	8.4489e-17	1.6510e-01	2.4926e+02
LAE	4.0778e+03	6.3497e-17	2.6146e+00	1.3471e+01
LAE	3.8377e+03	9.1280e-17	4.2548e+00	1.0540e+01
LAE	4.0528e+03	5.2791e-17	1.7350e-01	1.6671e+02
LAE	4.1620e+03	5.3372e-17	2.2280e-01	1.3842e+02
LAE	4.1839e+03	4.7413e-17	1.8230e-01	1.5187e+02
LAE	4.0963e+03	4.7308e-17	1.7550e-01	1.5088e+02
OII	4.1894e+03	7.4415e-16	4.4190e+01	9.8588e+00
LAE	4.1118e+03	5.3003e-17	1.3620e-01	2.1947e+02
LAE	4.1436e+03	4.5867e-17	2.5670e-01	1.0233e+02
LAE	4.0816e+03	6.2804e-17	3.9730e-01	8.7843e+01
LAE	4.0225e+03	6.6784e-17	2.7550e-01	1.3083e+02
LAE	4.1245e+03	7.5255e-17	3.0940e-01	1.3802e+02
LAE	4.0429e+03	6.4908e-17	1.0390e-01	3.4061e+02
LAE	3.9356e+03	4.6397e-17	7.4990e-01	3.1966e+01
LAE	4.0624e+03	9.7351e-17	2.7640e-01	1.9388e+02
LAE	3.9555e+03	1.3216e-16	6.1330e-01	1.1246e+02
LAE	4.0147e+03	9.2479e-17	4.4690e-01	1.1126e+02
LAE	3.9583e+03	6.6467e-17	2.1670e-01	1.6031e+02
LAE	3.9573e+03	1.2657e-16	4.5340e-01	1.4582e+02
LAE	4.1006e+03	5.7254e-17	3.0370e-01	1.0574e+02
LAE	3.8175e+03	1.0672e-16	4.6733e+00	1.1101e+01
OII	4.1428e+03	4.1973e-16	8.7755e+00	2.7382e+01
LAE	4.0662e+03	7.3011e-17	1.0501e+00	3.8346e+01
OII	4.1606e+03	1.2357e-16	1.4030e+01	5.0857e+00
LAE	4.1996e+03	7.2116e-17	2.1360e-01	1.9862e+02
LAE	3.8798e+03	1.2943e-16	7.0360e-01	9.2367e+01
LAE	3.8294e+03	7.7060e-17	7.0070e-01	5.3795e+01
LAE	4.0320e+03	7.7219e-17	1.3220e-01	3.1675e+02
LAE	3.8415e+03	9.3061e-17	4.4320e-01	1.0336e+02
LAE	3.9758e+03	5.7136e-17	5.8830e-01	5.1207e+01
LAE	4.1500e+03	5.7083e-17	1.6760e-01	1.9566e+02
LAE	3.9647e+03	6.0945e-17	2.6420e-01	1.2095e+02
LAE	4.1294e+03	1.4969e-16	4.4860e-01	1.8979e+02
LAE	4.1056e+03	4.7682e-17	4.2300e-01	6.3380e+01
LAE	3.9689e+03	6.9673e-17	4.3280e-01	8.4585e+01
LAE	4.1375e+03	6.8456e-17	3.2244e+00	1.2123e+01
LAE	4.0847e+03	7.3211e-17	2.5440e-01	1.6017e+02
LAE	3.9085e+03	1.5742e-16	4.5150e-01	1.7767e+02
LAE	4.1659e+03	8.4208e-17	8.0570e-01	6.0503e+01
LAE	3.8894e+03	6.3942e-17	1.8810e-01	1.7153e+02
OII	4.1565e+03	6.6376e-16	5.8898e+01	6.4944e+00
LAE	4.1838e+03	4.5449e-17	9.7100e-02	2.7329e+02
LAE	4.1384e+03	1.2081e-16	3.2370e+01	2.1320e+00
OII	4.0419e+03	4.8040e-16	2.6791e+01	9.7713e+00
LAE	3.8757e+03	5.8012e-17	1.4190e-01	2.0484e+02
LAE	3.9891e+03	1.8088e-16	5.7520e-01	1.6692e+02
LAE	4.0119e+03	1.3595e-16	1.9070e-01	3.8274e+02
OII	4.1353e+03	4.3406e-15	6.8528e+02	3.6131e+00
LAE	3.9297e+03	1.6112e-16	9.9301e+00	8.3580e+00
LAE	3.8729e+03	6.4899e-17	1.5850e-01	2.0486e+02
LAE	3.8617e+03	9.4587e-17	2.1950e-01	2.1435e+02
LAE	4.1750e+03	5.0872e-17	1.6750e-01	1.7659e+02
OII	3.8946e+03	2.9337e-16	2.5962e+01	5.7173e+00
